solution,minFitness,sdFitness,tmean,iter,alphas_1,alphas_2,alphas_3
-9427.916016,9519.00000000000000000000,0.54867839813232421875,4101.00000000000000000000,0,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9428.27343750000000000000,9520.29687500000000000000,0.00000000000000000000,3180.00000000000000000000,1,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9427.78320312500000000000,9519.00000000000000000000,0.56797307729721069336,3968.00000000000000000000,2,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9427.83300781250000000000,9519.00000000000000000000,0.60992664098739624023,4018.00000000000000000000,3,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9427.74511718750000000000,9519.00000000000000000000,0.54671931266784667969,3930.00000000000000000000,4,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9427.92382812500000000000,9519.00000000000000000000,0.55263662338256835938,4109.00000000000000000000,5,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9427.35937500000000000000,9519.00000000000000000000,0.33759945631027221680,3546.00000000000000000000,6,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9427.95800781250000000000,9519.00000000000000000000,0.59348851442337036133,4143.00000000000000000000,7,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9428.15332031250000000000,9519.00000000000000000000,0.52688056230545043945,4339.00000000000000000000,8,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9427.48730468750000000000,9519.00000000000000000000,0.48781916499137878418,3673.00000000000000000000,9,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9428.29394531250000000000,9520.29687500000000000000,0.00000000000000000000,3200.00000000000000000000,10,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9427.71972656250000000000,9519.78906250000000000000,0.07109482586383819580,3128.00000000000000000000,11,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9428.29394531250000000000,9520.29687500000000000000,0.00000000000000000000,3200.00000000000000000000,12,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9427.56835937500000000000,9519.00000000000000000000,0.54532665014266967773,3753.00000000000000000000,13,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9428.29394531250000000000,9520.29687500000000000000,0.00000000000000000000,3200.00000000000000000000,14,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9427.87402343750000000000,9519.00000000000000000000,0.53439217805862426758,4059.00000000000000000000,15,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9428.24414062500000000000,9520.29687500000000000000,0.00000000000000000000,3150.00000000000000000000,16,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9428.17382812500000000000,9520.29687500000000000000,0.00000000000000000000,3080.00000000000000000000,17,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9427.66894531250000000000,9519.00000000000000000000,0.57810366153717041016,3854.00000000000000000000,18,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9428.21386718750000000000,9520.29687500000000000000,0.00000000000000000000,3120.00000000000000000000,19,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9427.99707031250000000000,9519.00000000000000000000,0.55745565891265869141,4182.00000000000000000000,20,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9427.53613281250000000000,9519.00000000000000000000,0.58218854665756225586,3721.00000000000000000000,21,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9428.21386718750000000000,9520.29687500000000000000,0.00000000000000000000,3120.00000000000000000000,22,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9427.08886718750000000000,9519.00000000000000000000,0.27064648270606994629,3276.00000000000000000000,23,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9427.44726562500000000000,9519.00000000000000000000,0.39678579568862915039,3634.00000000000000000000,24,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9428.24414062500000000000,9520.29687500000000000000,0.00000000000000000000,3150.00000000000000000000,25,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9427.84179687500000000000,9519.78906250000000000000,0.07109482586383819580,3250.00000000000000000000,26,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9428.24414062500000000000,9520.29687500000000000000,0.00000000000000000000,3150.00000000000000000000,27,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9428.21386718750000000000,9520.29687500000000000000,0.00000000000000000000,3120.00000000000000000000,28,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
