40, 0.95, 0.14, 1236, 13140, 8683.1
40, 0.95, 0.14, 1240, 9380, 8831.92
40, 0.95, 0.14, 1246, 11100, 8696.93
40, 0.95, 0.14, 1254, 12640, 9452.6
40, 0.95, 0.14, 1264, 14760, 9384.67
40, 0.95, 0.14, 1276, 13040, 8768.74
40, 0.95, 0.14, 1290, 13280, 8754.62
40, 0.95, 0.14, 1306, 12500, 8729.83
40, 0.95, 0.14, 1324, 11940, 8727.26
40, 0.95, 0.14, 1344, 11480, 8741.52
40, 0.95, 0.14, 1366, 9700, 8733.42
40, 0.95, 0.14, 1390, 12500, 8661.95
40, 0.95, 0.14, 1416, 10120, 8720.64
40, 0.95, 0.14, 1444, 12000, 9395.19
40, 0.95, 0.14, 1474, 10500, 8712.27
40, 0.95, 0.14, 1506, 9720, 8759.17
40, 0.95, 0.14, 1540, 11000, 8726.81
40, 0.95, 0.14, 1576, 12200, 8790.57
40, 0.95, 0.14, 1614, 13880, 9391.08
40, 0.95, 0.14, 1654, 11700, 8679.68
40, 0.95, 0.14, 1696, 12020, 8705.18
40, 0.95, 0.14, 1740, 13140, 9428.8
40, 0.95, 0.14, 1786, 11200, 8729.85
40, 0.95, 0.14, 1834, 13980, 8694.84
40, 0.95, 0.14, 1884, 11720, 9373
40, 0.95, 0.14, 1936, 16640, 8737.33
40, 0.95, 0.14, 1990, 11240, 8738.48
40, 0.95, 0.14, 2046, 11080, 8739.08
40, 0.95, 0.14, 2104, 11460, 8673.93
40, 0.95, 0.14, 2164, 12800, 8750.47
40, 0.95, 0.14, 2226, 11980, 8730.63
40, 0.95, 0.14, 2290, 11240, 8746.58
40, 0.95, 0.14, 2356, 16020, 8691.06
40, 0.95, 0.14, 2424, 10380, 8752.89
40, 0.95, 0.14, 2494, 10120, 8750.11
40, 0.95, 0.14, 2566, 9060, 8756.78
40, 0.95, 0.14, 2640, 9540, 8718.58
40, 0.95, 0.14, 2716, 11300, 8745.67
40, 0.95, 0.14, 2794, 9380, 8661.25
40, 0.95, 0.14, 2874, 11900, 8720.89
40, 0.95, 0.14, 2956, 19160, 9394.77
40, 0.95, 0.14, 3040, 10200, 8780.23
40, 0.95, 0.14, 3126, 12460, 8706.23
40, 0.95, 0.14, 3214, 11180, 9401.74
40, 0.95, 0.14, 3304, 11580, 8696.83
40, 0.95, 0.14, 3396, 11420, 8786.29
40, 0.95, 0.14, 3490, 14460, 8718.58
40, 0.95, 0.14, 3586, 8780, 8771.89
40, 0.95, 0.14, 3684, 8760, 8737.59
40, 0.95, 0.14, 3784, 10680, 9404.94
