20, 0.1, 0.01, 1236, 5680, 15018
20, 0.1, 0.05, 1238, 7030, 14721.3
20, 0.1, 0.1, 1240, 7980, 12923.6
20, 0.1, 0.15, 1242, 21010, 8630.75
20, 0.1, 0.2, 1244, 12880, 9317
20, 0.15, 0.01, 1246, 4970, 14996.4
20, 0.15, 0.05, 1248, 4760, 14731.3
20, 0.15, 0.1, 1250, 5730, 12583.3
20, 0.15, 0.15, 1252, 14360, 8697.27
20, 0.15, 0.2, 1254, 15170, 9317.7
20, 0.2, 0.01, 1256, 5130, 15026.1
20, 0.2, 0.05, 1258, 9500, 14814.5
20, 0.2, 0.1, 1260, 6780, 12127.1
20, 0.2, 0.15, 1262, 20610, 9320.98
20, 0.2, 0.2, 1264, 14340, 8621.89
20, 0.25, 0.01, 1266, 3650, 15107.7
20, 0.25, 0.05, 1268, 5480, 14768.5
20, 0.25, 0.1, 1270, 4880, 12845.8
20, 0.25, 0.15, 1272, 12880, 8735.04
20, 0.25, 0.2, 1274, 15010, 8638.82
20, 0.3, 0.01, 1276, 3870, 14995.1
20, 0.3, 0.05, 1278, 5880, 14811.7
20, 0.3, 0.1, 1280, 7870, 12979.4
20, 0.3, 0.15, 1282, 15430, 8715.68
20, 0.3, 0.2, 1284, 25720, 8623.41
30, 0.1, 0.01, 1286, 3750, 15019.3
30, 0.1, 0.05, 1288, 5535, 14149.6
30, 0.1, 0.1, 1290, 21960, 9316.33
30, 0.1, 0.15, 1292, 9705, 8624.15
30, 0.1, 0.2, 1294, 10605, 8621.89
30, 0.15, 0.01, 1296, 3360, 14966.6
30, 0.15, 0.05, 1298, 6360, 14181
30, 0.15, 0.1, 1300, 20100, 8623.27
30, 0.15, 0.15, 1302, 13905, 8621.89
30, 0.15, 0.2, 1304, 17925, 8621.89
30, 0.2, 0.01, 1306, 4695, 15101.7
30, 0.2, 0.05, 1308, 5415, 13982.1
30, 0.2, 0.1, 1310, 25980, 9319
30, 0.2, 0.15, 1312, 15405, 8623.27
30, 0.2, 0.2, 1314, 10905, 8621.89
30, 0.25, 0.01, 1316, 5070, 15046.1
30, 0.25, 0.05, 1318, 3990, 13894.3
30, 0.25, 0.1, 1320, 20580, 8624
30, 0.25, 0.15, 1322, 11730, 8621.89
30, 0.25, 0.2, 1324, 14100, 8621.89
30, 0.3, 0.01, 1326, 6570, 15057
30, 0.3, 0.05, 1328, 5310, 14324.8
30, 0.3, 0.1, 1330, 18810, 8638.2
30, 0.3, 0.15, 1332, 16035, 9317.59
30, 0.3, 0.2, 1334, 13275, 8623
40, 0.1, 0.01, 1336, 3840, 14943.3
40, 0.1, 0.05, 1338, 9900, 11889.7
40, 0.1, 0.1, 1340, 16940, 8621.89
40, 0.1, 0.15, 1342, 16660, 9315
40, 0.1, 0.2, 1344, 15640, 8621.89
40, 0.15, 0.01, 1346, 3900, 15090.3
40, 0.15, 0.05, 1348, 6500, 12259.1
40, 0.15, 0.1, 1350, 11960, 8623.27
40, 0.15, 0.15, 1352, 12780, 8621.89
40, 0.15, 0.2, 1354, 12660, 8621.89
40, 0.2, 0.01, 1356, 6380, 14989.2
40, 0.2, 0.05, 1358, 12880, 11604.1
40, 0.2, 0.1, 1360, 15380, 8621.89
40, 0.2, 0.15, 1362, 12220, 8621.89
40, 0.2, 0.2, 1364, 11600, 8621.89
40, 0.25, 0.01, 1366, 5920, 15030.8
40, 0.25, 0.05, 1368, 10600, 12394
40, 0.25, 0.1, 1370, 19900, 8621.89
40, 0.25, 0.15, 1372, 15080, 9315
