solution,minFitness,sdFitness,tmean,iter,alphas_1,alphas_2,alphas_3
-9427.770508,9519.00000000000000000000,0.61810398101806640625,3955.00000000000000000000,0,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9427.36718750000000000000,9519.00000000000000000000,0.55830550193786621094,3552.00000000000000000000,1,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9427.68066406250000000000,9519.00000000000000000000,0.58723062276840209961,3865.00000000000000000000,2,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9428.24414062500000000000,9520.29687500000000000000,0.00000000000000000000,3150.00000000000000000000,3,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9428.29394531250000000000,9520.29687500000000000000,0.00000000000000000000,3200.00000000000000000000,4,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9427.87597656250000000000,9519.00000000000000000000,0.58231222629547119141,4061.00000000000000000000,5,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9428.00585937500000000000,9519.00000000000000000000,0.59850269556045532227,4190.00000000000000000000,6,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9427.71484375000000000000,9519.00000000000000000000,0.58554047346115112305,3900.00000000000000000000,7,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9427.42187500000000000000,9519.00000000000000000000,0.43964323401451110840,3608.00000000000000000000,8,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9427.31738281250000000000,9519.00000000000000000000,0.52881985902786254883,3503.00000000000000000000,9,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9427.79394531250000000000,9519.78906250000000000000,0.07109482586383819580,3202.00000000000000000000,10,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9427.80175781250000000000,9519.78906250000000000000,0.09951071441173553467,3210.00000000000000000000,11,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9428.29003906250000000000,9519.00000000000000000000,0.56656414270401000977,4475.00000000000000000000,12,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9427.36718750000000000000,9519.00000000000000000000,0.50646167993545532227,3553.00000000000000000000,13,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9427.62695312500000000000,9519.00000000000000000000,0.49678474664688110352,3812.00000000000000000000,14,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9427.63378906250000000000,9519.00000000000000000000,0.59351456165313720703,3818.00000000000000000000,15,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9427.68554687500000000000,9519.00000000000000000000,0.56356793642044067383,3870.00000000000000000000,16,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9428.29394531250000000000,9520.29687500000000000000,0.00000000000000000000,3200.00000000000000000000,17,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9427.83886718750000000000,9519.00000000000000000000,0.57481288909912109375,4024.00000000000000000000,18,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9427.66894531250000000000,9519.00000000000000000000,0.51463508605957031250,3854.00000000000000000000,19,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9428.21386718750000000000,9520.29687500000000000000,0.00000000000000000000,3120.00000000000000000000,20,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9427.86914062500000000000,9519.00000000000000000000,0.52295249700546264648,4054.00000000000000000000,21,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9427.71386718750000000000,9519.00000000000000000000,0.59110432863235473633,3899.00000000000000000000,22,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9428.28417968750000000000,9520.29687500000000000000,0.00000000000000000000,3190.00000000000000000000,23,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9427.33886718750000000000,9519.00000000000000000000,0.52703750133514404297,3524.00000000000000000000,24,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9427.86230468750000000000,9519.00000000000000000000,0.53660702705383300781,4047.00000000000000000000,25,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9428.29394531250000000000,9520.29687500000000000000,0.00000000000000000000,3200.00000000000000000000,26,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9427.53417968750000000000,9519.00000000000000000000,0.56005162000656127930,3719.00000000000000000000,27,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9427.53417968750000000000,9519.00000000000000000000,0.41956272721290588379,3720.00000000000000000000,28,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9427.79101562500000000000,9519.00000000000000000000,0.54767221212387084961,3976.00000000000000000000,29,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9427.73242187500000000000,9519.00000000000000000000,0.57253432273864746094,3917.00000000000000000000,30,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9428.28417968750000000000,9520.29687500000000000000,0.00000000000000000000,3190.00000000000000000000,31,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9427.95019531250000000000,9520.00000000000000000000,0.07050780951976776123,3150.00000000000000000000,32,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9427.51464843750000000000,9519.00000000000000000000,0.52453160285949707031,3700.00000000000000000000,33,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9427.51464843750000000000,9519.00000000000000000000,0.54646694660186767578,3700.00000000000000000000,34,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9427.33398437500000000000,9519.00000000000000000000,0.32243603467941284180,3521.00000000000000000000,35,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9428.06347656250000000000,9520.29687500000000000000,0.00000000000000000000,2970.00000000000000000000,36,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9427.26171875000000000000,9519.00000000000000000000,0.36925697326660156250,3448.00000000000000000000,37,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9427.56054687500000000000,9519.00000000000000000000,0.60721820592880249023,3745.00000000000000000000,38,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9427.78125000000000000000,9519.00000000000000000000,0.58748143911361694336,3966.00000000000000000000,39,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
-9427.58300781250000000000,9519.00000000000000000000,0.55629861354827880859,3768.00000000000000000000,40,0.98999999999999999112,0.00899999999999999932,0.00100000000000000002
