fitnes,iter,n_group,n_execution,m,p_thresh,p_r,x1,x2,x3
9520.296875,3040,0,0,38,0.37522089481353759766,0.34563338756561279297,0.59485125352792000974,0.61901845737953375970,0.57534787078470228661
9519.00000000000000000000,5377,0,1,38,0.37522089481353759766,0.34563338756561279297,0.59485125352792000974,0.61901845737953375970,0.57534787078470228661
9520.29687500000000000000,3040,0,2,38,0.37522089481353759766,0.34563338756561279297,0.59485125352792000974,0.61901845737953375970,0.57534787078470228661
9520.29687500000000000000,3040,0,3,38,0.37522089481353759766,0.34563338756561279297,0.59485125352792000974,0.61901845737953375970,0.57534787078470228661
9520.29687500000000000000,3040,0,4,38,0.37522089481353759766,0.34563338756561279297,0.59485125352792000974,0.61901845737953375970,0.57534787078470228661
9519.00000000000000000000,4978,0,5,38,0.37522089481353759766,0.34563338756561279297,0.59485125352792000974,0.61901845737953375970,0.57534787078470228661
9519.00000000000000000000,5149,0,6,38,0.37522089481353759766,0.34563338756561279297,0.59485125352792000974,0.61901845737953375970,0.57534787078470228661
9519.00000000000000000000,4161,0,7,38,0.37522089481353759766,0.34563338756561279297,0.59485125352792000974,0.61901845737953375970,0.57534787078470228661
9519.00000000000000000000,3667,0,8,38,0.37522089481353759766,0.34563338756561279297,0.59485125352792000974,0.61901845737953375970,0.57534787078470228661
9520.29687500000000000000,3040,0,9,38,0.37522089481353759766,0.34563338756561279297,0.59485125352792000974,0.61901845737953375970,0.57534787078470228661
9519.78906250000000000000,5491,0,10,38,0.37522089481353759766,0.34563338756561279297,0.59485125352792000974,0.61901845737953375970,0.57534787078470228661
9519.00000000000000000000,4503,0,11,38,0.37522089481353759766,0.34563338756561279297,0.59485125352792000974,0.61901845737953375970,0.57534787078470228661
9520.29687500000000000000,3040,0,12,38,0.37522089481353759766,0.34563338756561279297,0.59485125352792000974,0.61901845737953375970,0.57534787078470228661
9519.78906250000000000000,3990,0,13,38,0.37522089481353759766,0.34563338756561279297,0.59485125352792000974,0.61901845737953375970,0.57534787078470228661
9520.29687500000000000000,3040,0,14,38,0.37522089481353759766,0.34563338756561279297,0.59485125352792000974,0.61901845737953375970,0.57534787078470228661
9519.00000000000000000000,5567,0,15,38,0.37522089481353759766,0.34563338756561279297,0.59485125352792000974,0.61901845737953375970,0.57534787078470228661
9519.00000000000000000000,5871,0,16,38,0.37522089481353759766,0.34563338756561279297,0.59485125352792000974,0.61901845737953375970,0.57534787078470228661
9519.00000000000000000000,5833,0,17,38,0.37522089481353759766,0.34563338756561279297,0.59485125352792000974,0.61901845737953375970,0.57534787078470228661
9519.00000000000000000000,3078,0,18,38,0.37522089481353759766,0.34563338756561279297,0.59485125352792000974,0.61901845737953375970,0.57534787078470228661
9520.29687500000000000000,3040,0,19,38,0.37522089481353759766,0.34563338756561279297,0.59485125352792000974,0.61901845737953375970,0.57534787078470228661
9519.00000000000000000000,4807,0,20,38,0.37522089481353759766,0.34563338756561279297,0.59485125352792000974,0.61901845737953375970,0.57534787078470228661
9520.29687500000000000000,3040,0,21,38,0.37522089481353759766,0.34563338756561279297,0.59485125352792000974,0.61901845737953375970,0.57534787078470228661
9520.29687500000000000000,3040,0,22,38,0.37522089481353759766,0.34563338756561279297,0.59485125352792000974,0.61901845737953375970,0.57534787078470228661
9519.00000000000000000000,4123,0,23,38,0.37522089481353759766,0.34563338756561279297,0.59485125352792000974,0.61901845737953375970,0.57534787078470228661
9520.29687500000000000000,3040,0,24,38,0.37522089481353759766,0.34563338756561279297,0.59485125352792000974,0.61901845737953375970,0.57534787078470228661
9519.78906250000000000000,3933,0,25,38,0.37522089481353759766,0.34563338756561279297,0.59485125352792000974,0.61901845737953375970,0.57534787078470228661
9519.00000000000000000000,5738,0,26,38,0.37522089481353759766,0.34563338756561279297,0.59485125352792000974,0.61901845737953375970,0.57534787078470228661
9520.29687500000000000000,3040,0,27,38,0.37522089481353759766,0.34563338756561279297,0.59485125352792000974,0.61901845737953375970,0.57534787078470228661
9520.29687500000000000000,3040,0,28,38,0.37522089481353759766,0.34563338756561279297,0.59485125352792000974,0.61901845737953375970,0.57534787078470228661
9519.78906250000000000000,3344,0,29,38,0.37522089481353759766,0.34563338756561279297,0.59485125352792000974,0.61901845737953375970,0.57534787078470228661
9519.00000000000000000000,5073,0,30,38,0.37522089481353759766,0.34563338756561279297,0.59485125352792000974,0.61901845737953375970,0.57534787078470228661
9520.29687500000000000000,3040,0,31,38,0.37522089481353759766,0.34563338756561279297,0.59485125352792000974,0.61901845737953375970,0.57534787078470228661
9520.29687500000000000000,3040,0,32,38,0.37522089481353759766,0.34563338756561279297,0.59485125352792000974,0.61901845737953375970,0.57534787078470228661
