44, 0.135, 0.14, 1236, 13904, 8621.89
44, 0.135, 0.14, 1240, 20196, 9315
44, 0.135, 0.14, 1246, 12122, 8621.89
44, 0.135, 0.14, 1254, 13134, 8621.89
44, 0.135, 0.14, 1264, 11264, 9315
44, 0.135, 0.14, 1276, 12826, 9315
44, 0.135, 0.14, 1290, 15532, 8621.89
44, 0.135, 0.14, 1306, 12210, 8621.89
44, 0.135, 0.14, 1324, 17072, 8621.89
44, 0.135, 0.14, 1344, 12958, 8621.89
44, 0.135, 0.14, 1366, 13992, 8621.89
44, 0.135, 0.14, 1390, 10890, 8621.89
44, 0.135, 0.14, 1416, 10934, 8631.17
44, 0.135, 0.14, 1444, 14498, 8621.89
44, 0.135, 0.14, 1474, 14058, 9315
44, 0.135, 0.14, 1506, 14938, 9315
44, 0.135, 0.14, 1540, 11990, 8627.37
44, 0.135, 0.14, 1576, 17732, 8621.89
44, 0.135, 0.14, 1614, 13794, 8621.89
44, 0.135, 0.14, 1654, 16258, 8621.89
44, 0.135, 0.14, 1696, 14388, 8621.89
44, 0.135, 0.14, 1740, 15268, 8621.89
44, 0.135, 0.14, 1786, 11704, 8621.89
44, 0.135, 0.14, 1834, 15444, 9315.64
44, 0.135, 0.14, 1884, 11000, 8621.89
44, 0.135, 0.14, 1936, 15224, 8621.89
44, 0.135, 0.14, 1990, 14366, 8621.89
44, 0.135, 0.14, 2046, 14828, 9315.64
44, 0.135, 0.14, 2104, 15686, 8621.89
44, 0.135, 0.14, 2164, 11110, 8621.89
44, 0.135, 0.14, 2226, 15004, 8621.89
44, 0.135, 0.14, 2290, 12870, 8621.89
44, 0.135, 0.14, 2356, 12188, 8621.89
44, 0.135, 0.14, 2424, 14388, 8621.89
44, 0.135, 0.14, 2494, 13090, 8621.89
44, 0.135, 0.14, 2566, 12672, 8621.89
44, 0.135, 0.14, 2640, 14300, 8621.89
44, 0.135, 0.14, 2716, 14036, 8621.89
44, 0.135, 0.14, 2794, 13728, 8621.89
44, 0.135, 0.14, 2874, 11770, 8621.89
44, 0.135, 0.14, 2956, 14168, 8621.89
44, 0.135, 0.14, 3040, 16522, 8621.89
44, 0.135, 0.14, 3126, 11132, 8621.89
44, 0.135, 0.14, 3214, 14080, 8621.89
44, 0.135, 0.14, 3304, 14014, 8621.89
44, 0.135, 0.14, 3396, 15246, 8621.89
44, 0.135, 0.14, 3490, 13530, 8621.89
44, 0.135, 0.14, 3586, 15026, 9315
44, 0.135, 0.14, 3684, 15158, 8621.89
44, 0.135, 0.14, 3784, 12188, 8621.89
44, 0.135, 0.14, 3886, 13794, 8621.89
44, 0.135, 0.14, 3990, 14168, 8621.89
44, 0.135, 0.14, 4096, 10274, 8624.15
44, 0.135, 0.14, 4204, 9658, 8629.69
44, 0.135, 0.14, 4314, 10538, 8628.14
44, 0.135, 0.14, 4426, 12694, 8621.89
44, 0.135, 0.14, 4540, 13992, 8624.15
44, 0.135, 0.14, 4656, 12672, 8621.89
44, 0.135, 0.14, 4774, 9306, 8624.15
44, 0.135, 0.14, 4894, 14696, 8621.89
44, 0.135, 0.14, 5016, 11462, 8621.89
44, 0.135, 0.14, 5140, 13002, 8621.89
44, 0.135, 0.14, 5266, 10846, 8621.89
44, 0.135, 0.14, 5394, 14278, 8621.89
44, 0.135, 0.14, 5524, 14938, 8621.89
44, 0.135, 0.14, 5656, 16016, 8621.89
44, 0.135, 0.14, 5790, 13332, 8621.89
44, 0.135, 0.14, 5926, 14212, 8621.89
44, 0.135, 0.14, 6064, 13134, 8621.89
44, 0.135, 0.14, 6204, 12804, 8621.89
44, 0.135, 0.14, 6346, 10362, 8621.89
44, 0.135, 0.14, 6490, 17820, 8621.89
44, 0.135, 0.14, 6636, 21912, 8621.89
44, 0.135, 0.14, 6784, 13948, 8621.89
44, 0.135, 0.14, 6934, 14124, 9317.7
44, 0.135, 0.14, 7086, 11814, 8624.15
44, 0.135, 0.14, 7240, 14410, 8621.89
44, 0.135, 0.14, 7396, 13530, 8621.89
44, 0.135, 0.14, 7554, 15092, 8621.89
44, 0.135, 0.14, 7714, 18942, 9315.64
44, 0.135, 0.14, 7876, 13332, 8621.89
44, 0.135, 0.14, 8040, 9108, 8624.15
44, 0.135, 0.14, 8206, 14564, 8621.89
44, 0.135, 0.14, 8374, 11924, 8621.89
44, 0.135, 0.14, 8544, 15180, 8621.89
44, 0.135, 0.14, 8716, 15246, 8621.89
44, 0.135, 0.14, 8890, 14014, 9315.64
44, 0.135, 0.14, 9066, 13288, 8621.89
44, 0.135, 0.14, 9244, 13486, 8621.89
44, 0.135, 0.14, 9424, 13398, 9315
44, 0.135, 0.14, 9606, 14322, 8621.89
44, 0.135, 0.14, 9790, 14960, 8621.89
44, 0.135, 0.14, 9976, 11792, 8621.89
44, 0.135, 0.14, 10164, 13024, 8621.89
44, 0.135, 0.14, 10354, 16676, 9315
44, 0.135, 0.14, 10546, 21296, 8621.89
44, 0.135, 0.14, 10740, 11264, 8621.89
44, 0.135, 0.14, 10936, 11396, 8624.15
44, 0.135, 0.14, 11134, 11814, 8621.89
44, 0.135, 0.14, 11334, 16412, 8621.89
