#iteration sample
-1 0.618931 0.480642 0.527593
-1 0.0549824  0.580112  0.464371
-1 0.387497 0.049682 0.270444
-1  0.67062 0.124197 0.513418
-1 0.146496 0.392859  0.05628
-1  0.23307 0.786309 0.625872
-1  0.591761  0.396899 0.0267265
-1 0.600469 0.394535 0.475368
-1 0.440724 0.887452  0.12164
-1 0.765988 0.652263 0.486022
0 0.461253        1  0.98371
1 0.390337        1 0.699938
2 0.313415 0.798983 0.857178
3 0.363682 0.823042 0.676149
4 0.0987657  0.999999  0.872427
5        1 0.658436 0.651544
6  0.22644 0.938976 0.717652
7 0.995377        1 0.654321
8    0.477426 8.46754e-06    0.378609
9 0.727455 0.341945 0.540136
10 0.228166        1        1
11 0.861276 0.730221 0.582903
12 0.259375 0.797397  0.71542
13 0.320987 0.790124 0.999999
14 0.624447 0.222456 0.476703
15 0.809652 0.601932 0.535522
16 0.333334 0.838075 0.597317
17 0.352196 0.874491 0.952031
18 0.999999 0.744701  0.59259
19 0.755271 0.664837 0.534364
20 0.639918 0.347737 0.512346
21 0.999999 0.105616 0.607679
22 0.771046 0.149461 0.503692
23 0.999992 0.193729 0.666658
24 0.672806 0.456765 0.493632
25 0.814815 0.213077 0.567902
26 0.349108 0.797516 0.931642
27 0.851852 0.666667 0.530559
28 0.277778 0.820988  0.67284
29 0.444453 0.666664 0.605692
30 0.629553 0.999924 0.703627
31 0.388889 0.746914 0.648148
32 0.490381 0.882818 0.666692
33 0.971879 0.999771 0.777092
34 0.555558 0.625512 0.533599
35 0.213992        1 0.735254
36 0.481479 0.999999 0.757201
37 0.882716 0.960905 0.664609
38 0.193935 0.888889 0.727922
39 0.414734 0.888889 0.668971
40  0.69135 0.158967  0.50175
41 0.816714 0.015792 0.561062
42  0.96182 0.361759 0.586725
43  0.777778 0.0809327  0.542753
44 0.999314 0.867627 0.666438
45  0.666667 0.0740741  0.485738
46    0.999314 0.000228624    0.666438
47 0.777778 0.341564 0.529102
48 0.401006 0.828533 0.666667
49 0.497002 0.952319 0.689995
50 0.386924 0.960499 0.746626
51 0.310717 0.747845 0.666692
52 0.372326 0.831267 0.999992
53 0.388221 0.933995 0.688122
54    0.925929 2.82251e-06    0.601283
55 0.399177        1 0.753086
56 0.853909 0.858025 0.611111
57 0.351852 0.816872 0.668724
58 0.376398 0.792036 0.763798
59 0.374692 0.852972 0.721133
60 0.333562  0.74036 0.729691
61 0.242056  0.94239 0.666669
62 0.238912 0.937433 0.777854
63 0.366254 0.814814 0.703707
64 0.373551 0.888889 0.669199
65 0.373114 0.888889 0.668676
66 0.407407 0.894376 0.703704
67 0.376543 0.751029  0.58642
68 0.354595 0.972946 0.737464
69 0.377915 0.889575 0.691587
70 0.407407        1 0.723362
71 0.444444        1  0.87097
72 0.395061 0.999999 0.798353
73 0.555553 0.999992 0.860074
74 0.355764 0.999975 0.703712
75 0.382717 0.888892  0.68714
76 0.479813  0.91474 0.599443
77 0.335199 0.897551 0.724565
78 0.359484 0.888889 0.703778
79 0.235254 0.915638 0.733196
80 0.348335 0.907114 0.762985
81 0.760405 0.618963 0.510771
82  0.33341 0.864121 0.999924
83 0.390797 0.999997 0.759592
84 0.366856 0.990237 0.679698
85 0.432099        1 0.777778
86 0.342935        1 0.995886
87 0.378575 0.999992 0.912098
88 0.390938 0.999992 0.906719
89 0.277778 0.981481 0.932099
90 0.364198 0.985597 0.697531
91  0.35341 0.930332 0.730379
92 0.222231  0.95062  0.71743
93 0.204398 0.952449 0.712078
94 0.258319 0.976452 0.716261
95 0.200943 0.824053 0.777786
96 0.229786 0.960676  0.73473
97 0.229219 0.961244 0.737644
98 0.234407 0.960465 0.722279
99 0.339506 0.759259 0.623457
100 0.444368 0.740817 0.572093
101 0.343109        1 0.924412
102 0.363825 0.999992  0.66803
103 0.368889  0.99954 0.691355
104 0.372834 0.983615  0.67538
105  0.35034        1 0.925926
106 0.317383        1 0.869669
107 0.360481 0.999997 0.885533
108 0.360082 0.832876 0.919296
109 0.222222 0.951989 0.740741
110 0.226337 0.962963 0.740741
111 0.228395 0.944444  0.73594
112 0.208807 0.893312 0.826958
113 0.225753 0.860108 0.777803
114 0.222222 0.925926 0.807957
115 0.237438 0.771565 0.699394
116  0.19234 0.816669 0.865444
117 0.384774 0.975995 0.666895
118  0.36501 0.979043 0.677514
119  0.25926 0.765277 0.687242
120 0.372428 0.697531 0.648148
121 0.333333 0.826208 0.954276
122 0.369684 0.788066 0.875857
123 0.377407 0.991541 0.681798
124 0.443759 0.888203 0.616598
125 0.414495 0.714144 0.586877
126 0.226338 0.851853 0.691357
127 0.222222  0.76406 0.777778
128 0.182439 0.888886 0.802472
129  0.35424 0.722764 0.684406
130 0.368651 0.793282 0.897393
131 0.547401 0.897805 0.615988
132  0.36413 0.777786 0.837274
133 0.222222 0.779758 0.728395
134 0.369735 0.841084   0.8642
135  0.30042 0.740952 0.908932
136 0.488721 0.911675 0.639613
137 0.555555        1  0.74074
138 0.206413 0.791707 0.822393
139 0.124371 0.836508        1
140 0.169173 0.841462 0.919296
141 0.397119  0.77572 0.574074
142 0.187335 0.843621 0.876543
143 0.160259 0.747721        1
144 0.168586 0.783414 0.943665
145 0.162324 0.796272        1
146 0.161468 0.799785 0.913115
147 0.200181 0.785029 0.931879
148  0.17284 0.797388 0.949092
149 0.193272  0.72995 0.924529
