#iteration sample
-1 0.725025 0.892451 0.867534
-1 0.965074 0.270608 0.188117
-1 0.933991 0.482294 0.374934
-1 0.473045 0.230752 0.418865
-1 0.111328 0.246997 0.678767
-1  0.667732 0.0993746  0.396632
-1 0.947938 0.946922 0.603666
-1   0.65093 0.0939809  0.409965
-1 0.850706 0.410974 0.063641
-1  0.45463 0.669195 0.508556
0 1.29059e-09    0.374899           1
1 1.16153e-08    0.158565    0.271605
2 0.999924 0.901158 0.999924
3 0.0196024   0.19759   0.66965
4 0.319724 0.397381 0.848652
5 0.126022 0.427377 0.593211
6 0.202259 0.281492 0.642225
7    0.234568    0.260631 3.13613e-07
8 0.0913394  0.386021  0.782906
9 3.48459e-08    0.674897    0.288066
10 0.244856 0.181603 0.999975
11 0.463039 0.962963        1
12 0.0905265  0.333342  0.666658
13 0.129477  0.27058 0.777803
14 0.145405 0.679944        1
15  0.278269 0.0768204  0.291806
16  0.27158 0.496647 0.999924
17 3.13613e-07    0.765432    0.765431
18 0.0824353  0.530105  0.800745
19 0.111111 0.296296 0.407407
20 0.0881548  0.491164  0.694114
21 0.0811369  0.545084  0.910047
22 0.187852 0.667962 0.852995
23 0.099425 0.515606 0.844199
24 0.740741 0.271605        1
25 8.46754e-06    0.592584    0.876535
26 0.144355        1 0.419753
27 0.158436 0.421878 0.527096
28 0.0925926  0.611111  0.833333
29 0.177277  0.99177 0.771089
30 0.667894  0.44701 0.765407
31 0.105751 0.285805 0.620002
32 0.104938 0.531093 0.999314
33 0.0808058  0.553024  0.819616
34 3.48459e-08    0.868313 1.16153e-08
35 0.00342936 0.00205761 0.00205761
36 0.111283 0.703704 0.841182
37 0.703704        1        1
38 0.0961621  0.512344  0.796351
39 0.488868 0.204466 0.963807
40 0.0779607  0.392547  0.555479
41 0.117284 0.302469 0.635802
42 0.266634 0.109443 0.562728
43 0.276694 0.531962 0.547943
44 0.112988 0.201058 0.526275
45 0.385541 0.215541 0.680524
46 1.04538e-07    0.238226   0.0617285
47 0.176026 0.175546 0.171256
48    0.636013 3.13613e-07 9.40838e-07
49        1 0.485598        1
50  0.29561 0.335391 0.530178
51 0.184601 0.729597 0.174626
52  0.481157 0.0917647  0.240767
53 0.181655 0.491421  0.56523
54 0.836873 0.714342 0.760727
55 1.29059e-09    0.333333    0.666667
56 0.614312 0.469139 0.999997
57 0.00373419   0.999924   0.530788
58 0.0564864  0.666666  0.167352
59 0.0759034  0.810241  0.333334
60 0.174821 0.463649 0.555556
61 0.191849 0.681379 0.550822
62 0.189565 0.576577 0.561764
63 0.208139 0.828242 0.594861
64 0.182231 0.502964 0.597386
65 0.214678  0.56866 0.352382
66    0.575189           1 1.16153e-08
67 0.196107  0.74151 0.520473
68 0.176599 0.506069 0.555556
69 0.166773 0.506392 0.553157
70 0.625726 0.924333  0.42876
71 1.43399e-10           1    0.204847
72 0.246939 0.190206 0.666692
73 0.227023 0.512346 0.480796
74 0.333359 0.743967 0.639613
75 0.333334 0.205758  0.53772
76 0.680847 0.703703 0.396348
77    0.559671    0.333333 1.04538e-07
78 0.185109 0.742341 0.666743
79 0.567902 0.999997 0.666658
80 0.149596  0.33341 0.532617
81 0.195473 0.438272 0.524691
82 0.127724 0.403902 0.592593
83 0.156379 0.407407 0.555555
84  0.17053 0.411921 0.439209
85 0.444444 0.333333 0.744856
86 0.213153 0.523574 0.545877
87 0.438424 0.474363 0.413294
88 0.850506 0.847508 0.222451
89  0.38745 0.555556 0.559671
90 0.557156 0.784547  0.17597
91 0.863591 0.341693 0.807282
92 0.848422 0.751926 0.355171
93           1           1 3.87176e-09
94  0.79213 0.986675 0.128534
95 0.333562 0.999771 0.517833
96    0.906721    0.770008 3.48459e-08
97 0.250834 0.659348 0.593228
98 0.428856  0.89198 0.675261
99 0.851852 0.817059 0.196151
100  0.86822 0.860271 0.222767
101 0.752993 0.829896 0.253645
102 0.828481        1 0.741655
103 0.296296 0.444444  0.42237
104 0.798863 0.333336 0.371593
105 0.333333 0.518519 0.481481
106 0.558189 0.403978 0.309988
107 0.179012 0.425926 0.475309
108 0.167496 0.403216 0.259285
109 3.13613e-07    0.789078    0.192724
110    0.222222           1 1.43399e-10
111 0.999924 0.111187 0.999771
112 0.509856 0.379592 0.439542
113    0.333562   0.0861911 7.62079e-05
114 0.00617284  0.0185185   0.166667
115    0.691358    0.798354 1.94739e-11
116 0.793942  0.83885 0.229439
117  0.66659 0.818701  0.33341
118 0.246905 0.999992 0.581627
119 0.183128 0.668724 0.606996
120 0.833333 0.796296 0.277778
121    0.908474   0.0905096 2.54026e-05
122 0.697531  0.87037 0.269547
123 0.848016 0.849693 0.629604
124 0.722171 0.822704 0.282256
125        1 0.666667  0.54321
126 0.541203 0.841643 0.396606
127        1        1 0.777778
128 0.691358 0.866027 0.209419
129 0.694635 0.864731 0.211782
130 0.520189 0.987465 0.182019
131 0.609147 0.908982 0.117741
132 0.830691 0.613482 0.522828
133 0.666667        1 0.333333
134    0.802469           1 4.30196e-10
135    0.999771 0.000228624    0.406722
136 0.786694 0.802241 0.425926
137 0.787586 0.617934 0.386749
138        1 0.308948 0.465403
139 0.955932  0.88835 0.711745
140 0.333333 0.355738 0.359758
141 0.626528 0.956282 0.794004
142 0.779073 0.820666 0.285907
143 0.801783  0.73594 0.515089
144 0.918859 0.724909 0.444444
145 0.936412 0.504871 0.613627
146  0.78832 0.754083 0.939262
147 0.00205761   0.125514   0.110425
148 0.620256 0.645405 0.557613
149 0.801958 0.921598 0.831883
